"uid","namedLocation","date","eventID","domainID","siteID","plotID","individualID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","remarks","recordedBy","measuredBy","dataQF"
"e57dcdb2-985d-4145-bb5b-4862b18f85dd","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06185",NA,"small tree","Live, physically damaged",5.1,130,1.7,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus hemispherica","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"df5f09f0-6949-4407-8e02-f9dfdd082fac","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06200",NA,"single bole tree","Standing dead",15.6,130,6.2,NA,NA,NA,6.6,2,"Partially shaded","",NA,NA,NA,NA,"Quercus laevis","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"55052ec0-a974-4b5e-97ef-7f34de8f0e1f","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06188",NA,"small tree","Live",8.4,130,6.1,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"523b5a37-7ee6-47a4-8950-a1627a9ed3a6","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06193",NA,"single bole tree","Standing dead",22.7,130,2.4,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus spp. Dia at break 20cm","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"b209fb35-b12a-4a18-a8f4-9213fd2ae7d4","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.02251",NA,"small tree","Live, physically damaged",5.8,130,0.3,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"e321bfd8-d8af-4292-8313-82803c2d4d23","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06183",NA,"single bole tree","Live",20,130,4.5,NA,NA,NA,NA,NA,"Partially shaded","",NA,NA,8.2,6.1,"QUGE2","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"83a566b6-a97b-4cde-9989-81fb6a8f80bb","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06214",NA,"small tree","Live",9.5,130,4.7,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus laevis","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"ebb003db-ef65-4cd2-be19-aa98379b0039","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06187",NA,"small tree","Live",5,130,3.5,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"420c4912-12a5-49e5-b8c9-f7e9fdbdb515","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06220",NA,"single bole tree","Live",54,130,17.2,NA,NA,NA,13.8,9.1,"Full sun","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"7f0eb855-f16c-48a8-9d12-54059654578f","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06191",NA,"sapling","Live",2.3,10,0.3,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"b100ea7c-c3d9-4c18-92a3-0262e9d43cb1","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06194",NA,"single bole tree","Live",11.1,130,9.3,NA,NA,NA,3.3,1.8,"Full sun","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"b16e1de9-8b02-4b62-887e-1cf8917ed507","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06197",NA,"small tree","Live,  other damage",3.2,130,1.6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus laevis broken, diameter at break 2.7cm","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"abc1873b-b087-45cc-a09e-6ad166736298","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06209",NA,"single bole tree","Standing dead",7.7,130,1.9,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus geminata","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"8430ec22-8db6-43fa-b648-bdc1d286a298","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06186",NA,"single bole tree","Live",22.4,130,10.8,NA,NA,NA,7.4,5.4,"Partially shaded","",NA,NA,NA,NA,"Pinus clausa","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"bcb9da23-11a3-4929-b8cb-b1ba7ca1f05c","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06201",NA,"small tree","Live, physically damaged",6.8,130,2.7,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus laevis","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"e3a5a1a8-94a4-4f80-bcba-c3385c0da2d6","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.01689",NA,"single bole tree","Live",12,130,11.2,NA,NA,NA,4.1,2.2,"Partially shaded","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"f1593f9a-a6e5-4268-9f80-48553e0c8b8d","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06217",NA,"small tree","Live",8.7,130,6.7,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"41f1effa-b796-43d2-a4a5-60f2dce4db50","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06190",NA,"small tree","Live, physically damaged",6.7,130,4.8,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"f83e3be6-34f7-49eb-95db-4f783aaedabd","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06210",NA,"single bole tree","Live",11.5,130,11.9,NA,NA,NA,2.7,2.1,"Partially shaded","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"46d77dd8-147b-423e-8894-6b33f4cdb68b","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06215",NA,"single bole tree","Live",11.2,130,10.6,NA,NA,NA,2.9,1.7,"Partially shaded","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"3202f2c7-c6c2-48dd-8458-0ad723faa935","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06211",NA,"single bole tree","Live",13.9,130,12.8,NA,NA,NA,2.5,1.7,"Partially shaded","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"26e6decd-3de4-4267-ad72-ac4075e6809f","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06153",NA,"single bole tree","Live",15.2,130,7.4,NA,NA,NA,5.9,5.8,"Mostly shaded","",NA,NA,NA,NA,"Quercus laevis","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData | noMapTagData"
"eba09718-6b26-4baf-a254-9067f8e2931e","OSBS_014.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_014","NEON.PLA.D03.OSBS.06230",NA,"small tree","Live",6.2,130,6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"510c6b08-9f82-4046-b4fa-087e76f8bd06","OSBS_023.basePlot.vst","2015-03-09","vst_OSBS_2015","D03","OSBS","OSBS_023","NEON.PLA.D03.OSBS.01114",NA,"","Live",1.8,NA,1.9,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Diospyros virginiana","JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData"
"3bf8747e-5fd6-4550-b75e-97f7264b8b0d","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03144",NA,"single bole tree","Live",10.9,130,5.9,NA,NA,NA,NA,NA,"Partially shaded","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"a3096489-97d2-4d42-a27b-669548011ef0","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03138",NA,"single bole tree","Live",13.2,130,9.1,NA,NA,NA,2.8,2.7,"Partially shaded","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData"
"f6dd8cb1-369e-4138-81fa-137dddae9949","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03145",NA,"single bole tree","Live",15.1,130,8.1,NA,NA,NA,NA,NA,"Full sun","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"87ec7922-56b8-4597-b52c-c0fc47651df6","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02940",NA,"sapling","Live, physically damaged",1.3,10,0.8,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus laevis","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"b9aed31d-f567-4179-b471-133f8a81cd7f","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03160",NA,"small tree","Live",3.6,130,0.6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"18f735af-9a14-4304-b865-6db0e2d6c51a","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02287",NA,"sapling","Live",2.1,10,1,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus laevis","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"e7246088-595b-47ec-a1fb-2ae9bc4c6a4c","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03172",NA,"small tree","Live",8,130,5.7,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"5a36e23a-f193-419b-b0e3-bafd52ed46d4","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03185",NA,"small tree","Live",3.6,130,0.6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"70bf15ee-a2f7-4104-aac4-5d305c91ed27","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02847",NA,"single bole tree","Live, physically damaged",13.5,120,8.9,NA,NA,NA,3.6,2.1,"Partially shaded","",NA,NA,NA,NA,"Quercus geminata","cirXiP/Ecx/kMFKhFmjN8mT8kcIebjHK","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"a462093b-85d7-497a-b8b7-175b85f0fc08","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03149",NA,"single bole tree","Live",34.7,130,9.2,NA,NA,NA,NA,NA,"Full sun","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"5dc6b05e-71b1-4240-b00f-719b9911f07b","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03186",NA,"sapling","Live",2.7,10,0.5,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"0ff8e6d5-1b59-43ab-af12-3770dbf54073","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02941",NA,"sapling","Live",1.2,10,0.8,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus laevis","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"61049d67-3f2c-4144-98b6-c054d0beb0a0","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03139",NA,"single bole tree","Live",15.6,130,8.4,NA,NA,NA,3.4,2,"Partially shaded","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData"
"40bb7bc3-e402-4002-bb0c-8c0d2769a43f","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02929",NA,"small tree","Live",7,130,3.5,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Pinus palustris","cirXiP/Ecx/kMFKhFmjN8mT8kcIebjHK","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"08007429-354f-4fd9-a2b7-4318b92d3c27","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03621",NA,"","Standing dead",13,130,1.6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"QULA - dead, mbt, hollowed out","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData | noMapTagData"
"29244a57-c4cc-4019-8475-b18bd393197c","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02853",NA,"single bole tree","Live, disease damaged",17.6,130,10.6,NA,NA,NA,5,4.6,"Partially shaded","",NA,NA,NA,NA,"Pinus palustris","cirXiP/Ecx/kMFKhFmjN8mT8kcIebjHK","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"d907185b-f59a-42e4-ae6a-b83236ed7b84","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03188",NA,"small tree","Live",6.3,120,2.2,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"13e84db5-4a0f-4652-a8c0-21d1869f406a","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03176",NA,"small tree","Live",8,130,4.6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"53792e4f-ad92-4e91-b703-74ace7698829","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03184",NA,"sapling","Live, disease damaged",3.9,10,1.2,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, sap","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"502e99b7-dfda-48c1-bb08-c5d51c31620e","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02946",NA,"sapling","Live",1.1,10,0.7,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Quercus laevis","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"ccfc408d-b590-42ef-a232-c867c51fa0c2","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03189",NA,"small tree","Live",3.9,130,0.7,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"cf22a970-a021-4970-8964-0f34abdd25c0","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03180",NA,"small tree","Live",7.1,130,3.4,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"8d9611ae-8df3-40c4-9909-bd73a2efaae5","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02845",NA,"single bole tree","Live",29,130,12.6,NA,NA,NA,7.6,5.9,"Full sun","",NA,NA,NA,NA,"Pinus palustris","cirXiP/Ecx/kMFKhFmjN8mT8kcIebjHK","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"82b40ce3-8e0d-4465-9732-8c585c176e19","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03152",NA,"single bole tree","Live",11,130,7.2,NA,NA,NA,NA,NA,"Partially shaded","",NA,NA,NA,NA,"PIPA2, sbt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"9351cec7-b61c-48e9-b66c-3eacdb37f1d8","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03162",NA,"small tree","Live",5.7,130,2.9,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"c3fb9200-d41f-4960-bb76-957919e48251","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02844",NA,"single bole tree","Live, physically damaged",15.7,130,9.3,NA,NA,NA,3.5,3,"Partially shaded","",NA,NA,NA,NA,"Pinus palustris","cirXiP/Ecx/kMFKhFmjN8mT8kcIebjHK","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"b7496302-9daf-4bba-be90-b97f7e571e1e","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03161",NA,"small tree","Live, disease damaged",6,130,3.1,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"9dbf9e75-acd6-4ff7-b98f-e6f03bd88715","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03171",NA,"small tree","Live",4.8,130,1.5,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"ca3b94e7-2c26-4b9c-8f73-7adb4c4cb934","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03153",NA,"small tree","Live",9.8,130,5.6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2, smt","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"7e553eb7-888a-40a1-87df-6e8ba230d11a","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03154",NA,"small tree","Live",5.7,130,1.2,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"c64ad928-73bd-4fdc-8e26-2352df943757","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03131",NA,"single bole tree","Live",13.4,130,6.5,NA,NA,NA,NA,NA,"Partially shaded","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","g3Fkz40Buxf1iaK04TVEVgbVfWbi/y8e","legacyData"
"28591dc4-8667-494f-b8c3-e26ef2dd7048","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02850",NA,"single bole tree","Live, physically damaged",12.5,130,6.8,NA,NA,NA,3.4,2.6,"Partially shaded","",NA,NA,NA,NA,"Quercus laevis","cirXiP/Ecx/kMFKhFmjN8mT8kcIebjHK","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"23575732-852a-4f68-9ced-37f59ff560e0","OSBS_027.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_027","NEON.PLA.D03.OSBS.02843",NA,"single bole tree","Live",17.5,120,12,NA,NA,NA,4.7,4.6,"Full sun","",NA,NA,NA,NA,"Pinus palustris","cirXiP/Ecx/kMFKhFmjN8mT8kcIebjHK","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8","legacyData"
"b2ddbb2b-8acc-4a61-8722-4ade03fa933d","OSBS_030.basePlot.vst","2015-03-11","vst_OSBS_2015","D03","OSBS","OSBS_030","NEON.PLA.D03.OSBS.03140",NA,"single bole tree","Live",13,130,8.3,NA,NA,NA,2.6,1.9,"Partially shaded","",NA,NA,NA,NA,"PIPA2","Sr1dksTZPuPeT7w3tASAP+Nl4XOx5Lmq","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","legacyData"
